Receipt No.,Completion Time,Details,Transaction Status,Paid In,Withdrawn,Balance
TEA27UGHCA,2025-05-10 00:00:00.000,Credit,Completed,45.0,,45.0
TEA47O2D4E,2025-05-10 00:00:00.000,,Completed,,-100.0,0.0
TEA47O2D4E,2025-05-10 00:00:00.000,Credit,Completed,100.0,,100.0
TEA07134IM,2025-05-10 16:09:00.029,,Completed,,-40.0,0.0
TEA07134IM,2025-05-10 16:09:00.029,of Credit Party,Completed,40.0,,40.0
TEA570RSS5,2025-05-10 16:07:00.019,,Completed,,-30.0,0.0
TEA570RSS5,2025-05-10 16:07:00.019,of Credit Party,Completed,30.0,,30.0
TEA56V54JZ,2025-05-10 15:33:59.990,,Completed,,-140.0,0.0
TEA56V54JZ,2025-05-10 15:33:59.990,of Credit Party,Completed,140.0,,140.0
TEA66KGGNU,2025-05-10 14:30:00.029,,Completed,,-13.0,0.0
TEA66KGGNU,2025-05-10 14:30:00.029,,Completed,,-700.0,13.0
TEA66KGGNU,2025-05-10 14:30:00.029,of Credit Party,Completed,713.0,,713.0
TEA36K4OF9,2025-05-10 14:28:00.019,,Completed,,-1000.0,0.0
TEA46K4S2E,2025-05-10 14:28:00.019,,Completed,1000.0,,1000.0
TEA06JMCL0,2025-05-10 14:24:59.962,,Completed,500.0,,500.0
TEA86JM9KM,2025-05-10 14:24:59.962,,Completed,,-500.0,0.0
TEA86HY1FA,2025-05-10 14:15:00.000,,Completed,,-25.0,0.0
TEA86HY1FA,2025-05-10 14:15:00.000,,Completed,,-2700.0,25.0
TEA86HY1FA,2025-05-10 14:15:00.000,of Credit Party,Completed,2725.0,,2725.0
TEA05HXJYC,2025-05-10 10:27:00.029,,Completed,,-13.0,0.0
TEA05HXJYC,2025-05-10 10:27:00.029,,Completed,,-700.0,13.0
TEA05HXJYC,2025-05-10 10:27:00.029,of Credit Party,Completed,713.0,,713.0
TEA25HU7U8,2025-05-10 10:25:59.981,,Completed,,-200.0,0.0
TEA75HU6EP,2025-05-10 10:25:59.981,,Completed,200.0,,200.0
TEA05HOVT4,2025-05-10 10:25:00.019,,Completed,,-2000.0,0.0
TEA55HOQMB,2025-05-10 10:25:00.019,,Completed,2000.0,,2000.0
TEA959BSKL,2025-05-10 09:27:59.962,,Completed,0.0,,0.0
TEA558NGD5,2025-05-10 09:22:59.981,,Completed,1700.0,,1700.0
TEA858NHXC,2025-05-10 09:22:59.981,,Completed,,-1700.0,0.0
TEA257X7LO,2025-05-10 09:18:00.000,,Completed,,-30.0,0.0
TEA257X7LO,2025-05-10 09:18:00.000,of Credit Party,Completed,30.0,,30.0
TEA356YTAT,2025-05-10 09:11:59.971,,Completed,,-29.0,0.0
TEA356YTAT,2025-05-10 09:11:59.971,,Completed,,-350.0,29.0
TEA356YTAT,2025-05-10 09:11:59.971,of Credit Party,Completed,379.0,,379.0
TEA856SK7W,2025-05-10 09:09:59.962,,Completed,400.0,,400.0
TEA956SIT3,2025-05-10 09:09:59.962,,Completed,,-400.0,0.0
TEA852KP1K,2025-05-10 08:39:59.990,,Completed,,-50.0,0.0
TEA852KP1K,2025-05-10 08:39:59.990,of Credit Party,Completed,50.0,,50.0
TEA352GPUF,2025-05-10 08:39:00.029,,Completed,,-100.0,0.0
TEA752GNLP,2025-05-10 08:39:00.029,,Completed,100.0,,100.0
TE923XLMI0,2025-05-09 20:46:00.019,,Completed,,-39.0,0.0
TE923XLMI0,2025-05-09 20:46:00.019,of Credit Party,Completed,39.0,,39.0
TE932MVEVD,2025-05-09 17:30:59.990,,Completed,,-56.0,0.0
TE932MVEVD,2025-05-09 17:30:59.990,of Credit Party,Completed,56.0,,56.0
TE902K9W0M,2025-05-09 17:19:00.019,,Completed,,-180.0,0.0
TE902K9W0M,2025-05-09 17:19:00.019,of Credit Party,Completed,180.0,,180.0
TE942K381U,2025-05-09 17:17:59.971,,Completed,,-200.0,0.0
TE992K320R,2025-05-09 17:17:59.971,,Completed,200.0,,200.0
TE952BJMS3,2025-05-09 16:32:00.010,,Completed,,-1000.0,0.0
TE952BJMS3,2025-05-09 16:32:00.010,of Credit Party,Completed,1000.0,,1000.0
TE902BBRAY,2025-05-09 16:30:59.962,,Completed,100.0,,100.0
TE912BC2IV,2025-05-09 00:00:00.000,,Completed,,-100.0,0.0
TE9629K0NC,2025-05-09 00:00:00.000,,Completed,,-25.0,0.0
TE9629K0NC,2025-05-09 00:00:00.000,Credit,Completed,25.0,,25.0
TE9529GU03,2025-05-09 00:00:00.000,,Completed,,-31.0,0.0
TE9529GU03,2025-05-09 00:00:00.000,Credit,Completed,31.0,,31.0
TE9726W90D,2025-05-09 00:00:00.000,,Completed,,-50.0,0.0
TE9726W90D,2025-05-09 00:00:00.000,Credit,Completed,50.0,,50.0
TE90260J44,2025-05-09 00:00:00.000,,Completed,,-29.0,0.0
TE90260J44,2025-05-09 00:00:00.000,,Completed,,-350.0,29.0
TE90260J44,2025-05-09 00:00:00.000,Credit,Completed,379.0,,379.0
TE9325V0K5,2025-05-09 00:00:00.000,,Completed,,-1500.0,0.0
TE9025V4X0,2025-05-09 00:00:00.000,,Completed,1500.0,,1500.0
TE9325LZL9,2025-05-09 00:00:00.000,,Completed,,-110.0,0.0
TE9325LZL9,2025-05-09 00:00:00.000,Credit,Completed,110.0,,110.0
TE96ZHMN2C,2025-05-09 00:00:00.000,,Completed,,-35.0,0.0
TE96ZHMN2C,2025-05-09 00:00:00.000,Credit,Completed,35.0,,35.0
TE90YVEMZ4,2025-05-09 00:00:00.000,,Completed,,-32.0,0.0
TE90YVEMZ4,2025-05-09 00:00:00.000,Credit,Completed,32.0,,32.0
TE83YHAYGR,2025-05-08 00:00:00.000,,Completed,,-31.0,0.0
TE83YHAYGR,2025-05-08 00:00:00.000,Credit,Completed,31.0,,31.0
TE80XXYZLY,2025-05-08 00:00:00.000,,Completed,,-90.0,0.0
TE80XXYZLY,2025-05-08 00:00:00.000,Credit,Completed,90.0,,90.0
TE83XFZC1R,2025-05-08 00:00:00.000,,Completed,,-38.0,0.0
TE83XFZC1R,2025-05-08 00:00:00.000,Credit,Completed,38.0,,38.0
TE88WB3X4U,2025-05-08 00:00:00.000,,Completed,,-10.0,0.0
TE88WB3X4U,2025-05-08 00:00:00.000,Credit,Completed,10.0,,10.0
TE84WAZCN2,2025-05-08 00:00:00.000,,Completed,,-20.0,0.0
TE84WAZCN2,2025-05-08 00:00:00.000,Credit,Completed,20.0,,20.0
TE84WAS69O,2025-05-08 00:00:00.000,,Completed,,-32.0,0.0
TE84WAS69O,2025-05-08 00:00:00.000,Credit,Completed,32.0,,32.0
TE81WAI5P1,2025-05-08 00:00:00.000,,Completed,,-32.0,0.0
TE81WAI5P1,2025-05-08 00:00:00.000,Credit,Completed,32.0,,32.0
TE86W9EI6M,2025-05-08 00:00:00.000,,Completed,,-120.0,0.0
TE86W9EI6M,2025-05-08 00:00:00.000,Credit,Completed,120.0,,120.0
TE89UQRF2J,2025-05-08 00:00:00.000,,Completed,,-150.0,0.0
TE89UQRF2J,2025-05-08 00:00:00.000,Credit,Completed,150.0,,150.0
TE88UQKV8I,2025-05-08 00:00:00.000,,Completed,,-250.0,0.0
TE88UQKV8I,2025-05-08 00:00:00.000,Credit,Completed,250.0,,250.0
TE76TKXWES,2025-05-07 00:00:00.000,,Completed,,-1000.0,0.0
TE77TKY8CJ,2025-05-07 00:00:00.000,,Completed,1000.0,,1000.0
TE79TDQ7ZJ,2025-05-07 00:00:00.000,,Completed,,-20.0,0.0
TE79TDQ7ZJ,2025-05-07 00:00:00.000,Credit,Completed,20.0,,20.0
TE79RTLOYT,2025-05-07 00:00:00.000,,Completed,,-120.0,0.0
TE79RTLOYT,2025-05-07 00:00:00.000,Credit,Completed,120.0,,120.0
TE71RTFNTX,2025-05-07 00:00:00.000,,Completed,,-100.0,0.0
TE74RTFHWO,2025-05-07 00:00:00.000,,Completed,100.0,,100.0
TE72RT9ARU,2025-05-07 00:00:00.000,,Completed,,-100.0,0.0
TE72RT9BHO,2025-05-07 00:00:00.000,,Completed,100.0,,100.0
TE56HWOQSE,2025-05-05 00:00:00.000,,Completed,,-160.0,0.0
TE56HWOQSE,2025-05-05 00:00:00.000,Credit,Completed,160.0,,160.0
TE59HWK46F,2025-05-05 00:00:00.000,,Completed,200.0,,200.0
TE57HWJZ59,2025-05-05 00:00:00.000,,Completed,,-200.0,0.0
TE55HW8BBV,2025-05-05 00:00:00.000,,Completed,,-50.0,0.0
TE55HW8BBV,2025-05-05 00:00:00.000,Credit,Completed,50.0,,50.0
TE57HW353R,2025-05-05 00:00:00.000,,Completed,,-100.0,0.0
TE57HW353R,2025-05-05 00:00:00.000,Credit,Completed,100.0,,100.0
TE55HGQHRH,2025-05-05 00:00:00.000,,Completed,,-25.0,0.0
TE55HGQHRH,2025-05-05 00:00:00.000,Credit,Completed,25.0,,25.0
TE56HB987O,2025-05-05 00:00:00.000,,Completed,,-100.0,0.0
TE56HB987O,2025-05-05 00:00:00.000,Credit,Completed,100.0,,100.0
TE52GOJSDC,2025-05-05 00:00:00.000,,Completed,,-38.0,0.0
TE52GOJSDC,2025-05-05 00:00:00.000,Credit,Completed,38.0,,38.0
TE44EKD5QG,2025-05-04 00:00:00.000,,Completed,,-38.0,0.0
TE44EKD5QG,2025-05-04 00:00:00.000,Credit,Completed,38.0,,38.0
TE47DMQC4F,2025-05-04 00:00:00.000,,Completed,,-32.0,0.0
TE47DMQC4F,2025-05-04 00:00:00.000,Credit,Completed,32.0,,32.0
TE46CX49KI,2025-05-04 00:00:00.000,,Completed,,-5.0,0.0
TE46CX49KI,2025-05-04 00:00:00.000,,Completed,,-500.0,5.0
TE46CX49KI,2025-05-04 00:00:00.000,Credit,Completed,505.0,,505.0
TE49CWYW9F,2025-05-04 00:00:00.000,,Completed,,-500.0,0.0
TE47CWYZWH,2025-05-04 00:00:00.000,,Completed,500.0,,500.0
TE45CUKNC3,2025-05-04 00:00:00.000,,Completed,,-35.0,0.0
TE45CUKNC3,2025-05-04 00:00:00.000,Credit,Completed,35.0,,35.0
TE43C60SUR,2025-05-04 00:00:00.000,,Completed,,-32.0,0.0
TE43C60SUR,2025-05-04 00:00:00.000,Credit,Completed,32.0,,32.0
TE34B1VVN2,2025-05-03 00:00:00.000,,Completed,,-31.0,0.0
TE34B1VVN2,2025-05-03 00:00:00.000,Credit,Completed,31.0,,31.0
TE31ABD7KZ,2025-05-03 00:00:00.000,,Completed,,-500.0,0.0
TE39ABD4KV,2025-05-03 00:00:00.000,,Completed,500.0,,500.0
TE329PSPZK,2025-05-03 00:00:00.000,,Completed,,-100.0,0.0
TE329PSPZK,2025-05-03 00:00:00.000,Credit,Completed,100.0,,100.0
TE319NETWJ,2025-05-03 00:00:00.000,,Completed,,-40.0,0.0
TE319NETWJ,2025-05-03 00:00:00.000,Credit,Completed,40.0,,40.0
TE379DH0UX,2025-05-03 00:00:00.000,,Completed,,-29.0,0.0
TE379DH0UX,2025-05-03 00:00:00.000,,Completed,,-600.0,29.0
TE379DH0UX,2025-05-03 00:00:00.000,Credit,Completed,629.0,,629.0
TE369DA20C,2025-05-03 00:00:00.000,,Completed,500.0,,500.0
TE329DA244,2025-05-03 00:00:00.000,,Completed,,-500.0,0.0
TE389AUTKK,2025-05-03 00:00:00.000,,Completed,,-29.0,0.0
TE389AUTKK,2025-05-03 00:00:00.000,,Completed,,-230.0,29.0
TE389AUTKK,2025-05-03 00:00:00.000,Credit,Completed,259.0,,259.0
TE39994BAB,2025-05-03 00:00:00.000,,Completed,,-35.0,0.0
TE39994BAB,2025-05-03 00:00:00.000,Credit,Completed,35.0,,35.0
TE39982FWX,2025-05-03 00:00:00.000,,Completed,,-53.0,0.0
TE39982FWX,2025-05-03 00:00:00.000,,Completed,,-3000.0,53.0
TE39982FWX,2025-05-03 00:00:00.000,Credit,Completed,3053.0,,3053.0
TE3497TSBU,2025-05-03 00:00:00.000,,Completed,,-3000.0,0.0
TE3497TLQ2,2025-05-03 00:00:00.000,,Completed,3000.0,,3000.0
TE3797NF2V,2025-05-03 00:00:00.000,,Completed,0.0,,0.0
TE307R29VE,2025-05-03 00:00:00.000,,Completed,,-1619.0,0.0
TE307R29VE,2025-05-03 00:00:00.000,Credit,Completed,1619.0,,1619.0
TE307GFGOM,2025-05-03 00:00:00.000,,Completed,,-25.0,0.0
TE307GFGOM,2025-05-03 00:00:00.000,Credit,Completed,25.0,,25.0
TE357G8PIB,2025-05-03 00:00:00.000,,Completed,,-830.0,0.0
TE357G8PIB,2025-05-03 00:00:00.000,Credit,Completed,830.0,,830.0
TE347E7NXU,2025-05-03 00:00:00.000,,Completed,,-38.0,0.0
TE347E7NXU,2025-05-03 00:00:00.000,Credit,Completed,38.0,,38.0
TE285QYZNA,2025-05-02 00:00:00.000,,Completed,,-21.0,0.0
TE285QYZNA,2025-05-02 00:00:00.000,Credit,Completed,21.0,,21.0
TE255QV8PP,2025-05-02 00:00:00.000,,Completed,,-21.0,0.0
TE255QV8PP,2025-05-02 00:00:00.000,Credit,Completed,21.0,,21.0
TE2547A0QX,2025-05-02 00:00:00.000,,Completed,,-32.0,0.0
TE2547A0QX,2025-05-02 00:00:00.000,Credit,Completed,32.0,,32.0
TE2743OIUD,2025-05-02 00:00:00.000,,Completed,,-25.0,0.0
TE2743OIUD,2025-05-02 00:00:00.000,,Completed,,-2800.0,25.0
TE2743OIUD,2025-05-02 00:00:00.000,Credit,Completed,2825.0,,2825.0
TE223RVHF4,2025-05-02 00:00:00.000,,Completed,,-42.0,0.0
TE223RVHF4,2025-05-02 00:00:00.000,,Completed,,-7380.0,42.0
TE223RVHF4,2025-05-02 00:00:00.000,Credit,Completed,3620.58,,7422.0
TE243QZM08,2025-05-02 00:00:00.000,,Completed,,-3598.58,3801.42
TE223QZKH6,2025-05-02 00:00:00.000,,Completed,7400.0,,7400.0
TE243QMFUS,2025-05-02 00:00:00.000,,Completed,,-31.0,0.0
TE243QMFUS,2025-05-02 00:00:00.000,Credit,Completed,31.0,,31.0
TE223QJSV0,2025-05-02 00:00:00.000,,Completed,,-35.0,0.0
TE223QJSV0,2025-05-02 00:00:00.000,Credit,Completed,35.0,,35.0
TE232SNGQN,2025-05-02 00:00:00.000,,Completed,,-35.0,0.0
TE232SNGQN,2025-05-02 00:00:00.000,Credit,Completed,35.0,,35.0
TE18Z1ZSRC,2025-05-01 00:00:00.000,,Completed,,-50.0,0.0
TE18Z1ZSRC,2025-05-01 00:00:00.000,Credit,Completed,50.0,,50.0
TE18YWLQ5K,2025-05-01 00:00:00.000,,Completed,,-50.0,0.0
TE18YWLQ5K,2025-05-01 00:00:00.000,Credit,Completed,50.0,,50.0
TE12X9IOIU,2025-05-01 00:00:00.000,,Completed,,-7.0,0.0
TE12X9IOIU,2025-05-01 00:00:00.000,,Completed,,-450.0,7.0
TE12X9IOIU,2025-05-01 00:00:00.000,Credit,Completed,457.0,,457.0
TE17X2XX8N,2025-05-01 00:00:00.000,,Completed,,-32.0,0.0
TE17X2XX8N,2025-05-01 00:00:00.000,Credit,Completed,32.0,,32.0
TE18WH88N0,2025-05-01 00:00:00.000,,Completed,,-40.0,0.0
TE18WH88N0,2025-05-01 00:00:00.000,Credit,Completed,40.0,,40.0
TDU9SSF2PB,2025-04-30 00:00:00.000,,Completed,,-5.0,0.0
TDU9SSF2PB,2025-04-30 00:00:00.000,,Completed,,-250.0,5.0
TDU9SSF2PB,2025-04-30 00:00:00.000,Credit,Completed,255.0,,255.0
TDU7SP92V7,2025-04-30 00:00:00.000,,Completed,,-100.0,0.0
TDU7SP92V7,2025-04-30 00:00:00.000,Credit,Completed,100.0,,100.0
TDU4SP09XO,2025-04-30 00:00:00.000,,Completed,,-100.0,0.0
TDU4SP09XO,2025-04-30 00:00:00.000,Credit,Completed,100.0,,100.0
TDT5ODXM67,2025-04-29 00:00:00.000,,Completed,,-5.0,0.0
TDT5ODXM67,2025-04-29 00:00:00.000,,Completed,,-250.0,5.0
TDT5ODXM67,2025-04-29 00:00:00.000,Credit,Completed,255.0,,255.0
TDS6KO8LI0,2025-04-28 00:00:00.000,,Completed,,-180.0,0.0
TDS6KO8LI0,2025-04-28 00:00:00.000,Credit,Completed,180.0,,180.0
TDS1K9RRKX,2025-04-28 00:00:00.000,,Completed,,-90.0,0.0
TDS1K9RRKX,2025-04-28 00:00:00.000,,Completed,,-8550.0,90.0
TDS1K9RRKX,2025-04-28 16:36:00.029,of Credit Party,Completed,1871.66,,8640.0
TDS5K93H15,2025-04-28 16:32:00.010,,Completed,,-72.0,6768.34
TDS5K93H15,2025-04-28 16:32:00.010,,Completed,,-29376.0,6840.34
TDS8K62LIQ,2025-04-28 16:14:59.971,,Completed,,-8283.66,36216.34
TDS7K62CMP,2025-04-28 16:14:59.971,,Completed,44500.0,,44500.0
TDR8EDARZ4,2025-04-27 11:30:00.029,,Completed,,-50.0,0.0
TDR8EDARZ4,2025-04-27 11:30:00.029,of Credit Party,Completed,50.0,,50.0
TDQ4CYV4BW,2025-04-26 22:11:00.038,,Completed,,-32.0,0.0
TDQ4CYV4BW,2025-04-26 22:11:00.038,of Credit Party,Completed,32.0,,32.0
TDQ9CFVS4T,2025-04-26 20:24:00.000,,Completed,,-7.0,0.0
TDQ9CFVS4T,2025-04-26 20:24:00.000,,Completed,,-250.0,7.0
TDQ9CFVS4T,2025-04-26 20:24:00.000,of Credit Party,Completed,257.0,,257.0
TDQ7C80AX9,2025-04-26 19:50:59.971,,Completed,,-23.0,0.0
TDQ7C80AX9,2025-04-26 19:50:59.971,,Completed,,-1010.0,23.0
TDQ7C80AX9,2025-04-26 19:50:59.971,of Credit Party,Completed,1033.0,,1033.0
TDQ1C7PAOD,2025-04-26 19:50:00.010,,Completed,,-1500.0,0.0
TDQ1C7P0CZ,2025-04-26 19:50:00.010,,Completed,1500.0,,1500.0
TDQ7ADJPJV,2025-04-26 14:15:59.962,,Completed,,-1500.0,0.0
TDQ4ADJUWK,2025-04-26 14:15:59.962,,Completed,1500.0,,1500.0
TDQ6ABJLVO,2025-04-26 14:03:59.990,,Completed,,-45.0,0.0
TDQ6ABJLVO,2025-04-26 14:03:59.990,of Credit Party,Completed,45.0,,45.0
TDQ49ZLUTA,2025-04-26 12:51:00.029,,Completed,,-30.0,0.0
TDQ49ZLUTA,2025-04-26 12:51:00.029,of Credit Party,Completed,30.0,,30.0
TDQ294X34Y,2025-04-26 09:31:00.019,,Completed,,-32.0,0.0
TDQ294X34Y,2025-04-26 09:31:00.019,of Credit Party,Completed,32.0,,32.0
TDP77Z1XFL,2025-04-25 21:29:00.010,,Completed,,-50.0,0.0
TDP77Z1XFL,2025-04-25 21:29:00.010,of Credit Party,Completed,50.0,,50.0
TDP67Y77RE,2025-04-25 21:24:00.029,,Completed,,-23.0,0.0
TDP67Y77RE,2025-04-25 21:24:00.029,,Completed,,-1180.0,23.0
TDP67Y77RE,2025-04-25 21:24:00.029,of Credit Party,Completed,1203.0,,1203.0
TDP47X0QAI,2025-04-25 21:17:00.038,,Completed,,-700.0,0.0
TDP47X0QAI,2025-04-25 21:17:00.038,of Credit Party,Completed,700.0,,700.0
TDP27WCWYA,2025-04-25 21:13:00.019,,Completed,,-2000.0,0.0
TDP97WCQG1,2025-04-25 21:13:00.019,,Completed,2000.0,,2000.0
TDN9XVC783,2025-04-23 22:25:00.019,,Completed,,-15.0,0.0
TDN9XVC783,2025-04-23 22:25:00.019,,Completed,,-1200.0,15.0
TDN9XVC783,2025-04-23 22:25:00.019,of Credit Party,Completed,1215.0,,1215.0
TDN4XV7E6I,2025-04-23 22:23:00.010,,Completed,,-1500.0,0.0
TDN6XV7BXQ,2025-04-23 22:23:00.010,,Completed,1500.0,,1500.0
TDK2ITU99C,2025-04-20 15:49:00.019,,Completed,,-35.0,0.0
TDK2ITU99C,2025-04-20 15:49:00.019,of Credit Party,Completed,35.0,,35.0
TDJ3FI11GR,2025-04-19 19:00:59.990,,Completed,,-45.0,0.0
TDJ3FI11GR,2025-04-19 19:00:59.990,of Credit Party,Completed,45.0,,45.0
TDJ4EI7UUA,2025-04-19 15:54:59.962,,Completed,,-35.0,0.0
TDJ4EI7UUA,2025-04-19 15:54:59.962,of Credit Party,Completed,35.0,,35.0
TDJ3DDOJFJ,2025-04-19 11:30:59.990,Airtime Purchase with Fuliza,Completed,,-25.0,0.0
TDJ3DDOJFJ,2025-04-19 11:30:59.990,OverDraft of Credit Party,Completed,25.0,,25.0
TDJ6DDIRUU,2025-04-19 11:30:00.029,Airtime Purchase with Fuliza,Completed,,-32.0,0.0
TDJ6DDIRUU,2025-04-19 11:30:00.029,OverDraft of Credit Party,Completed,32.0,,32.0
TDJ5DDF7RP,2025-04-19 11:28:59.981,Airtime Purchase with Fuliza,Completed,,-150.0,0.0
TDJ5DDF7RP,2025-04-19 11:28:59.981,OverDraft of Credit Party,Completed,150.0,,150.0
TDI496EICA,2025-04-18 13:07:59.981,Pay Bill Charge,Completed,,-42.0,0.0
TDI496EICA,2025-04-18 13:07:59.981,"Pay Bill Fuliza M-Pesa to 303030
- Absa Bank Kenya PLC Acc. 2030868318",Completed,,-6500.0,42.0
TDI496EICA,2025-04-18 13:07:59.981,OverDraft of Credit Party,Completed,6542.0,,6542.0
TDI67Y7ERM,2025-04-18 08:06:00.000,Airtime Purchase with Fuliza,Completed,,-25.0,0.0
TDI67Y7ERM,2025-04-18 08:06:00.000,OverDraft of Credit Party,Completed,25.0,,25.0
TDH97CSLPB,2025-04-17 22:30:00.000,Airtime Purchase with Fuliza,Completed,,-60.0,0.0
TDH97CSLPB,2025-04-17 22:30:00.000,OverDraft of Credit Party,Completed,60.0,,60.0
TDH03L73JW,2025-04-17 10:05:00.010,Airtime Purchase with Fuliza,Completed,,-45.0,0.0
TDH03L73JW,2025-04-17 10:05:00.010,OverDraft of Credit Party,Completed,45.0,,45.0
TDH035U2IW,2025-04-17 08:17:00.010,Airtime Purchase with Fuliza,Completed,,-50.0,0.0
TDH035U2IW,2025-04-17 08:17:00.010,OverDraft of Credit Party,Completed,50.0,,50.0
TDH82T6O6G,2025-04-17 05:06:59.962,Airtime Purchase with Fuliza,Completed,,-32.0,0.0
TDH82T6O6G,2025-04-17 05:06:59.962,OverDraft of Credit Party,Completed,32.0,,32.0
TDG012ZAL6,2025-04-16 18:24:00.029,OD Loan Repayment to 232323 - M-PESA Overdraw,Completed,,-600.0,0.0
TDG112ZI1J,2025-04-16 18:24:00.029,Deposit of Funds at Agent Till 257146 - Tam Tam malango shop MKT thika opposite kcb thika,Completed,600.0,,600.0
TDG011WP1A,2025-04-16 18:20:00.010,OD Loan Repayment to 232323 - M-PESA Overdraw,Completed,,-400.0,0.0
TDG911WV3L,2025-04-16 18:20:00.010,Deposit of Funds at Agent Till 376834 - Oyange enter Ltd Kingdom business Agg,Completed,400.0,,400.0
TDG311W25H,2025-04-16 18:18:59.962,OD Loan Repayment to 232323 - M-PESA Overdraw,Completed,,-1600.0,0.0
TDG111W0OX,2025-04-16 18:18:59.962,Deposit of Funds at Agent Till 438057 - Lgmi Kingdom Business Laini Moja Kitale,Completed,1600.0,,1600.0
TDG3Z3GU95,2025-04-16 15:02:59.971,Airtime Purchase with Fuliza,Completed,,-50.0,0.0
TDG3Z3GU95,2025-04-16 15:02:59.971,OverDraft of Credit Party,Completed,50.0,,50.0
TDG1YLF59R,2025-04-16 13:09:00.029,Airtime Purchase with Fuliza,Completed,,-35.0,0.0
TDG1YLF59R,2025-04-16 13:09:00.029,OverDraft of Credit Party,Completed,35.0,,35.0
TDG0XSBREC,2025-04-16 09:54:00.000,Airtime Purchase with Fuliza,Completed,,-50.0,0.0
TDG0XSBREC,2025-04-16 09:54:00.000,OverDraft of Credit Party,Completed,50.0,,50.0
TDF1VLSBOV,2025-04-15 18:58:00.019,Airtime Purchase with Fuliza,Completed,,-50.0,0.0
TDF1VLSBOV,2025-04-15 18:58:00.019,OverDraft of Credit Party,Completed,50.0,,50.0
TDF0TWTJK6,2025-04-15 13:21:59.962,Airtime Purchase with Fuliza,Completed,,-35.0,0.0
TDF0TWTJK6,2025-04-15 13:21:59.962,OverDraft of Credit Party,Completed,35.0,,35.0
TDE8PK2984,2025-04-14 14:26:00.010,OD Loan Repayment to 232323 - M-PESA Overdraw,Completed,,-5000.0,0.0
TDE0PK21WA,2025-04-14 14:26:00.010,Funds received from - 2547******482 FRANCIS NDAMBUKI,Completed,5000.0,,5000.0
TDD3KT6KDZ,2025-04-13 13:21:59.962,Airtime Purchase with Fuliza,Completed,,-10.0,0.0
TDD3KT6KDZ,2025-04-13 13:21:59.962,OverDraft of Credit Party,Completed,10.0,,10.0
TDD8K59JAU,2025-04-13 10:23:00.010,Airtime Purchase with Fuliza,Completed,,-32.0,0.0
TDD8K59JAU,2025-04-13 10:23:00.010,OverDraft of Credit Party,Completed,32.0,,32.0
TDC8FYG5WQ,2025-04-12 12:20:59.971,Airtime Purchase with Fuliza,Completed,,-70.0,0.0
TDC8FYG5WQ,2025-04-12 12:20:59.971,OverDraft of Credit Party,Completed,70.0,,70.0
TDC7EY2VJH,2025-04-12 08:08:59.971,Airtime Purchase with Fuliza,Completed,,-50.0,0.0
TDC7EY2VJH,2025-04-12 08:08:59.971,OverDraft of Credit Party,Completed,50.0,,50.0
TDB2DB5BKM,2025-04-11 19:09:59.990,Airtime Purchase with Fuliza,Completed,,-45.0,0.0
TDB2DB5BKM,2025-04-11 19:09:59.990,OverDraft of Credit Party,Completed,45.0,,45.0
TDB9D8KWT7,2025-04-11 19:00:00.029,Airtime Purchase with Fuliza,Completed,,-36.0,0.0
TDB9D8KWT7,2025-04-11 19:00:00.029,OverDraft of Credit Party,Completed,36.0,,36.0
TDB4D7ITQQ,2025-04-11 18:56:00.010,Airtime Purchase with Fuliza,Completed,,-70.0,0.0
TDB4D7ITQQ,2025-04-11 18:56:00.010,OverDraft of Credit Party,Completed,70.0,,70.0
TDB3D75M29,2025-04-11 18:54:00.000,Airtime Purchase with Fuliza,Completed,,-450.0,0.0
TDB3D75M29,2025-04-11 18:54:00.000,OverDraft of Credit Party,Completed,450.0,,450.0
TDA19K6RE5,2025-04-10 22:29:00.038,Salary Payment from 504900 - NCBA BANK via API. Original conversation ID is FTC250410KWAP.,Completed,1000.0,,1000.0
TDA79K6QO7,2025-04-10 22:29:00.038,OD Loan Repayment to 232323 - M-PESA Overdraw,Completed,,-1000.0,0.0
TD66LM0ZH6,2025-04-06 07:18:59.990,Airtime Purchase with Fuliza,Completed,,-31.0,0.0
TD66LM0ZH6,2025-04-06 07:18:59.990,OverDraft of Credit Party,Completed,31.0,,31.0
TD69LGXR5R,2025-04-06 04:14:00.010,Airtime Purchase with Fuliza,Completed,,-32.0,0.0
TD69LGXR5R,2025-04-06 04:14:00.010,OverDraft of Credit Party,Completed,32.0,,32.0
TD56KDXQRC,2025-04-05 19:52:00.019,Airtime Purchase with Fuliza,Completed,,-31.0,0.0
TD56KDXQRC,2025-04-05 19:52:00.019,OverDraft of Credit Party,Completed,31.0,,31.0
TD57IZ0PL3,2025-04-05 16:02:00.038,Airtime Purchase with Fuliza,Completed,,-32.0,0.0
TD57IZ0PL3,2025-04-05 16:02:00.038,OverDraft of Credit Party,Completed,32.0,,32.0
TD54HHGN92,2025-04-05 10:38:00.038,Airtime Purchase with Fuliza,Completed,,-31.0,0.0
TD54HHGN92,2025-04-05 10:38:00.038,OverDraft of Credit Party,Completed,31.0,,31.0
TD53HH8MZ9,2025-04-05 10:36:00.029,Airtime Purchase with Fuliza,Completed,,-50.0,0.0
TD53HH8MZ9,2025-04-05 10:36:00.029,OverDraft of Credit Party,Completed,50.0,,50.0
TD50GOW4E0,2025-04-05 07:02:00.038,Airtime Purchase with Fuliza,Completed,,-31.0,0.0
